Date,Hour,Steps
2014-11-29,0,502.666666666667
2014-11-29,1,502.666666666667
2014-11-29,2,502.666666666667
2014-11-29,3,502.666666666667
2014-11-29,4,502.666666666667
2014-11-29,5,502.666666666667
2014-11-29,6,502.666666666667
2014-11-29,7,279.33333333333303
2014-11-29,8,502.666666666667
2014-11-29,9,502.666666666667
2014-11-29,10,502.666666666667
2014-11-29,11,502.666666666667
2014-11-29,12,502.666666666667
2014-11-29,13,458.333333333333
2014-11-29,14,1621.0
2014-11-29,15,1170.66666666667
2014-11-29,16,344.666666666667
2014-11-29,17,478.0
2014-11-29,18,502.666666666667
2014-11-29,19,415.46792995815497
2014-11-29,20,4674.19873670851
2014-11-29,21,407.0
2014-11-29,22,438.0
2014-11-29,23,4605.666666666671
2014-11-30,0,167.089337175793
2014-11-30,1,109.45244956772301
2014-11-30,2,109.45244956772301
2014-11-30,3,109.45244956772301
2014-11-30,4,109.45244956772301
2014-11-30,5,109.45244956772301
2014-11-30,6,109.45244956772301
2014-11-30,7,109.45244956772301
2014-11-30,8,133.363112391931
2014-11-30,9,540.363112391931
2014-11-30,10,248.089337175793
2014-11-30,11,417.0
2014-11-30,12,154.363112391931
2014-11-30,13,261.363112391931
2014-11-30,14,126.726224783862
2014-11-30,15,283.0
2014-11-30,16,245.363112391931
2014-11-30,17,109.45244956772301
2014-11-30,18,159.726224783862
2014-11-30,19,129.0
2014-11-30,20,106.726224783862
2014-11-30,21,272.363112391931
2014-11-30,22,109.45244956772301
2014-11-30,23,92.0
2014-12-01,0,298.126463700234
2014-12-01,1,298.126463700234
2014-12-01,2,298.126463700234
2014-12-01,3,298.126463700234
2014-12-01,4,298.126463700234
2014-12-01,5,261.063231850117
2014-12-01,6,229.59484777517602
2014-12-01,7,239.59484777517602
2014-12-01,8,244.59484777517602
2014-12-01,9,250.0
2014-12-01,10,409.06323185011706
2014-12-01,11,589.0632318501171
2014-12-01,12,1134.53161592506
2014-12-01,13,481.531615925059
2014-12-01,14,653.531615925059
2014-12-01,15,783.0632318501171
2014-12-01,16,265.594847775176
2014-12-01,17,298.126463700234
2014-12-01,18,1380.53161592506
2014-12-01,19,1377.0
2014-12-01,20,195.063231850117
2014-12-01,21,168.531615925059
2014-12-01,22,22.0
2014-12-01,23,0.0
2014-12-02,0,415.37105069801595
2014-12-02,1,415.37105069801595
2014-12-02,2,415.37105069801595
2014-12-02,3,415.37105069801595
2014-12-02,4,415.37105069801595
2014-12-02,5,415.37105069801595
2014-12-02,6,415.37105069801595
2014-12-02,7,352.52828802351195
2014-12-02,8,2011.0
2014-12-02,9,415.37105069801595
2014-12-02,10,276.685525349008
2014-12-02,11,415.37105069801595
2014-12-02,12,452.52828802351195
2014-12-02,13,1058.68552534901
2014-12-02,14,415.37105069801595
2014-12-02,15,1623.4119369729901
2014-12-02,16,1347.43082570151
2014-12-02,17,2239.8427626745
2014-12-02,18,898.8427626745039
2014-12-02,19,428.842762674504
2014-12-02,20,290.685525349008
2014-12-02,21,356.842762674504
2014-12-02,22,293.685525349008
2014-12-02,23,0.0
2014-12-03,0,62.2958057395144
2014-12-03,1,62.29580573951429
2014-12-03,2,62.29580573951429
2014-12-03,3,62.29580573951429
2014-12-03,4,62.29580573951429
2014-12-03,5,62.29580573951429
2014-12-03,6,62.29580573951429
2014-12-03,7,62.29580573951429
2014-12-03,8,62.29580573951429
2014-12-03,9,194.147902869757
2014-12-03,10,164.147902869757
2014-12-03,11,243.564682247798
2014-12-03,12,244.731123491716
2014-12-03,13,202.147902869757
2014-12-03,14,98.7218543046357
2014-12-03,15,59.721854304635706
2014-12-03,16,59.721854304635706
2014-12-03,17,159.721854304636
2014-12-03,18,157.721854304636
2014-12-03,19,311.147902869757
2014-12-03,20,112.147902869757
2014-12-03,21,76.72185430463571
2014-12-03,22,124.57395143487899
2014-12-03,23,14.0
2014-12-04,0,474.252026529108
2014-12-04,1,474.252026529108
2014-12-04,2,474.252026529108
2014-12-04,3,474.252026529108
2014-12-04,4,474.252026529108
2014-12-04,5,474.252026529108
2014-12-04,6,474.252026529108
2014-12-04,7,474.252026529108
2014-12-04,8,651.126013264554
2014-12-04,9,526.126013264554
2014-12-04,10,408.689019896831
2014-12-04,11,383.689019896831
2014-12-04,12,589.126013264554
2014-12-04,13,474.252026529108
2014-12-04,14,1411.56300663228
2014-12-04,15,1120.12601326455
2014-12-04,16,474.252026529108
2014-12-04,17,2027.56300663228
2014-12-04,18,703.563006632277
2014-12-04,19,2940.62435350014
2014-12-04,20,2021.9386531321302
2014-12-04,21,419.689019896831
2014-12-04,22,250.126013264554
2014-12-04,23,0.0
2014-12-05,0,181.524249422633
2014-12-05,1,181.524249422633
2014-12-05,2,153.143187066975
2014-12-05,3,181.524249422633
2014-12-05,4,181.524249422633
2014-12-05,5,181.524249422633
2014-12-05,6,181.524249422633
2014-12-05,7,181.524249422633
2014-12-05,8,456.38106235565806
2014-12-05,9,181.524249422633
2014-12-05,10,836.0
2014-12-05,11,227.381062355658
2014-12-05,12,245.762124711316
2014-12-05,13,179.381062355658
2014-12-05,14,213.14318706697497
2014-12-05,15,965.0
2014-12-05,16,440.38106235565806
2014-12-05,17,141.762124711316
2014-12-05,18,125.76212471131599
