Date,Hour,Steps
2017-07-30,9,185.1381
2017-07-30,10,2206.5581599999996
2017-07-30,11,4025.9118599999997
2017-07-30,12,1091.7738200000001
2017-07-30,13,0.0
2017-07-30,14,28.014979999999998
2017-07-30,15,0.0
2017-07-30,16,36.02553
2017-07-30,17,9.00487
2017-07-30,18,0.0
2017-07-30,19,0.0
2017-07-30,20,0.0
2017-07-30,21,0.0
2017-07-30,22,0.0
2017-07-30,23,0.0
2017-07-31,0,0.0
2017-07-31,1,13.00785
2017-07-31,2,0.0
2017-07-31,3,0.0
2017-07-31,4,0.0
2017-07-31,5,1051.709404
2017-07-31,6,1055.7563099999998
2017-07-31,7,1269.85933
2017-07-31,8,268.19498
2017-07-31,9,1523.09606
2017-07-31,10,688.441798
2017-07-31,11,0.0
2017-07-31,12,0.0
2017-07-31,13,20.01286
2017-07-31,14,0.0
2017-07-31,15,5.00346
2017-07-31,16,0.0
2017-07-31,17,0.0
2017-07-31,18,0.0
2017-07-31,19,0.0
2017-07-31,20,0.0
2017-07-31,21,0.0
2017-07-31,22,0.0
2017-07-31,23,8.0056
2017-08-01,0,1502.027007
2017-08-01,1,0.0
2017-08-01,2,461.30099
2017-08-01,3,294.18351
2017-08-01,4,304.18608
2017-08-01,5,3819.5246749999997
2017-08-01,6,2087.36785
2017-08-01,7,225.15603
2017-08-01,8,1001.7175699999999
2017-08-01,9,2058.2313236
2017-08-01,10,581.4634759999999
2017-08-01,11,0.0
2017-08-01,12,42.02696
2017-08-01,13,20.009
2017-08-01,14,0.0
2017-08-01,15,21.012719999999998
2017-08-01,16,8.0056
2017-08-01,17,0.0
2017-08-01,18,0.0
2017-08-01,19,0.0
2017-08-01,20,0.0
2017-08-01,21,0.0
2017-08-01,22,0.0
2017-08-01,23,0.0
2017-08-02,0,626.39792
2017-08-02,1,0.0
2017-08-02,2,399.22169
2017-08-02,3,157.10383
2017-08-02,4,28.01524
2017-08-02,5,929.6619799999999
2017-08-02,6,336.22577
2017-08-02,7,525.34261
2017-08-02,8,0.0
2017-08-02,9,0.0
2017-08-02,10,0.0
2017-08-02,11,11.0077
