Date,Hour,Steps
2017-10-10,12,568.3236299999999
2017-10-10,13,2645.670897
2017-10-10,14,765.45197
2017-10-10,15,386.2258
2017-10-10,16,2861.893346
2017-10-10,17,371.23702
2017-10-10,18,0.0
2017-10-10,19,0.0
2017-10-10,20,0.0
2017-10-10,21,110.08248
2017-10-10,22,0.0
2017-10-10,23,0.0
2017-10-11,0,0.0
2017-10-11,1,0.0
2017-10-11,2,0.0
2017-10-11,3,0.0
2017-10-11,4,0.0
2017-10-11,5,0.0
2017-10-11,6,0.0
2017-10-11,7,0.0
2017-10-11,8,146.09657
2017-10-11,9,1637.0061699999999
2017-10-11,10,904.5179300000001
2017-10-11,11,0.0
2017-10-11,12,0.0
2017-10-11,13,0.0
2017-10-11,14,1988.19702
2017-10-11,15,23.01604
2017-10-11,16,0.0
2017-10-11,17,148.08756
2017-10-11,18,0.0
2017-10-11,19,381.25329999999997
2017-10-11,20,239.1417
2017-10-11,21,405.25479
2017-10-11,22,52.03522
2017-10-11,23,72.03947
2017-10-12,0,24.0171
2017-10-12,1,0.0
2017-10-12,2,0.0
2017-10-12,3,0.0
2017-10-12,4,0.0
2017-10-12,5,0.0
2017-10-12,6,0.0
2017-10-12,7,0.0
2017-10-12,8,155.09913000000003
2017-10-12,9,3701.3877099999995
2017-10-12,10,427.25113
2017-10-12,11,140.08434
2017-10-12,12,266.1617
2017-10-12,13,18.01314
2017-10-12,14,44.03226
2017-10-12,15,197.11505
2017-10-12,16,2899.65609
2017-10-12,17,1326.77658
2017-10-12,18,1659.0837500000002
2017-10-12,19,775.6463100000001
2017-10-12,20,183.11869000000002
2017-10-12,21,428.27313
2017-10-12,22,239.15040000000002
2017-10-12,23,75.04665
2017-10-13,0,0.0
2017-10-13,1,0.0
2017-10-13,2,0.0
2017-10-13,3,0.0
2017-10-13,4,0.0
2017-10-13,5,0.0
2017-10-13,6,0.0
2017-10-13,7,261.14343
2017-10-13,8,1229.7397299999998
2017-10-13,9,0.0
2017-10-13,10,533.34154
2017-10-13,11,416.21243
2017-10-13,12,542.29823
2017-10-13,13,1779.15911
2017-10-13,14,45.03066
2017-10-13,15,309.20103
2017-10-13,16,587.3620500000001
2017-10-13,17,56.03459
2017-10-13,18,192.11285
2017-10-13,19,112.07254
2017-10-13,20,215.12513
2017-10-13,21,0.0
2017-10-13,22,0.0
2017-10-13,23,0.0
2017-10-14,0,0.0
2017-10-14,1,0.0
2017-10-14,2,0.0
2017-10-14,3,0.0
2017-10-14,4,0.0
2017-10-14,5,0.0
2017-10-14,6,0.0
2017-10-14,7,0.0
